Unnamed: 0,situation,emotion,labels
1605,Family gave me some money to fix the house we just bought.,grateful,['Calm']
1606,I liked the way Lebron was snatched up by the Lakers,impressed,['Calm']
1607,My birthday was last week and I thought everyone had forgot. No one called me or said anything when they saw me. When I got home that evening all my friends and family were there with a cake and presents. ,surprised,"['Urgency', 'Anxiety']"
1608,Bought a laptop I really needed last month. The price went down by $200. Wish I would have waited.,angry,"['Aggression', 'Coercion']"
1609,I enjoyed taking care of my sister's dog,caring,['Calm']
1610,My mom raised me and my brother by herself. I wish I could take care of her in her old age.,sentimental,"['Calm', 'Distress']"
1611,I am sick of what Harvey Weinstein did.,disgusted,"['Aggression', 'Distress']"
1612,My friend's boyfriend of 10 years cheated on her.,devastated,"['Distress', 'Helplessness', 'Panic']"
1613,My neighbor volunteered to fix my flat tire.,joyful,['Calm']
1614,I enjoyed watching sisters dog,impressed,['Calm']
1615,I wish I had more friends. I got no one.,lonely,"['Distress', 'Helplessness']"
1616,It was impressive that Lebron left the cavs a second time,impressed,['Calm']
1617,I wish I could help my mom out more.,guilty,"['Distress', 'Helplessness']"
1618,I was very fortunate that I lives so close to my grandparents while they were alive.,grateful,['Calm']
1619,My family is trying to set me up with a family friend's kid.,anxious,"['Anxiety', 'Panic']"
1620,I saw an old car I used to own driving around ,nostalgic,"['Calm', 'Distress']"
1621,"Some lady almost got hit by a car, but a little kid actually pushed her out of the way.",proud,['Calm']
1622,A couple weeks ago I was at an amusement park with friends. They talked me into going on a crazy new roller coaster even though I hate them. I gave in and we ended up getting stuck at the top and had to be evcacuated.,terrified,"['Fear', 'Panic']"
1623,It was impressive to see the london team win the overwatch championship,impressed,['Calm']
1624,It was impressive to watch that game last night,surprised,"['Urgency', 'Anxiety']"
1625,The day that I found out that I was having a little girl really had me having all kinds of emotions. Having someone that would be a miniature me really had me in my feelings I went into the ultrasound room and it took about 15 minutes because she was not trying to cooperate that day but she finally calmed down and they were able to tell what she was and I got very teary eyed after finding out that information. ,sentimental,"['Calm', 'Distress']"
1626,Recently my daughter and I had a conversation about extending her curfew.,trusting,['Calm']
1627,"One time I was on travel for work, A bunch of us when out for drinks, and I butt dialed my wife who was at home watching our newborn.",ashamed,"['Distress', 'Helplessness']"
1628,I am surprise about the economy nowadays.,impressed,['Calm']
1629,I'm in my late 20s and don't have a college degree.,ashamed,"['Distress', 'Helplessness']"
1630,My neighbor asked me to babysit their kid. We've never talked.,trusting,['Calm']
1631,I get sentimental when I see children and parents show affection with each other.,sentimental,"['Calm', 'Distress']"
1632,"Went by my old high school, and seeing the students makes me miss my old friends.",nostalgic,"['Calm', 'Distress']"
1633,"I'm a recreational weight lifter who works out at home and designs his own strength training routines, and after hitting a personal record for amount of weight lifted I felt a great sense of pride that what I was doing was working.",proud,['Calm']
1634,I cant wait for this new position in my unit to be posted,anticipating,"['Urgency', 'Anxiety']"
1635,I had a cavity filled in a tooth and now I'm having awful pain in that tooth. It's frustrating!,annoyed,['Aggression']
1636,I am ok with being average.,content,['Calm']
1637,My mom is visiting me after not seeing her for 5 years!,joyful,['Calm']
1638,I cried when the Leafs lost in the playoffs.,devastated,"['Distress', 'Helplessness', 'Panic']"
1639,Sometimes I feel all alone,lonely,"['Distress', 'Helplessness']"
1640,I can't wait till Thanksgiving.,anticipating,"['Urgency', 'Anxiety']"
1641,I went through a serious bout of insomnia about two years ago in which I was barely getting 6 hours of sleep a WEEK. It was causing mental fatigue and depression. I was afraid I'd never snap out of it.,afraid,"['Fear', 'Anxiety']"
1642,My daughter said her first word!,excited,['Urgency']
1643,i was upset to return to work,sad,"['Distress', 'Helplessness']"
1644,I really was amazed how much I liked Mission Impossible.,impressed,['Calm']
1645,My brother who went abroad for his research study. I miss him and feel like isolated. ,lonely,"['Distress', 'Helplessness']"
1646,I recently was selected to go to a pretty awesome conference out of town to represent my company.  I was one of only 3 people selected and I did not expect it to happen.,surprised,"['Urgency', 'Anxiety']"
1647,I am very proud when I see how my kids show so much compassion for people.,proud,['Calm']
1648,I can't stand snakes.,terrified,"['Fear', 'Panic']"
1649,"When my brother got in trouble at school for something he did not do, I was very mad. I knew he was getting a bad deal",angry,"['Aggression', 'Coercion']"
1650,I know the year will get better.,hopeful,"['Calm', 'Urgency']"
1651,"My friend recently had a child, got married and bought a house. I'm still single with no kids, living in an apartment.",jealous,"['Coercion', 'Distress']"
1652,I am luck to have a great family.,grateful,['Calm']
1653,I am not proud to be from New York.,ashamed,"['Distress', 'Helplessness']"
1654,I felt prepared when I had to give a presentation at work,prepared,"['Calm', 'Urgency']"
1655,I just had my fourth child five months ago. It was a great day!,joyful,['Calm']
1656,I was surprised when my dad got me a new truck. It came out of no where,surprised,"['Urgency', 'Anxiety']"
1657,I'm moving out of state with my boyfriend in a month or so for a new start! I am very optimistic about it!,hopeful,"['Calm', 'Urgency']"
1658,"Right after my second divorce, I had two roommates.  After they both moved out, I always had this empty feeling.",lonely,"['Distress', 'Helplessness']"
1659,"When I got fired for something I did not do, it was very aggravating for me. It just made me mad",angry,"['Aggression', 'Coercion']"
1660,"I had a huge exam that counted for half of my semester grade. I was worried about it, but I studied every day for two week. I read extra materials and re-watched lectures. I felt very good about things when I sat down to take it. ",prepared,"['Calm', 'Urgency']"
1661,I really love having the chance to be there for people when they are in need.,caring,['Calm']
1662,My daughter had her heart broke because her boyfriend broke up with her. It breaks my heart because I love her so much and would do anything for her.,caring,['Calm']
1663,"I recently got in trouble at work for not making my schedule, but it is their fault because they gave me one they knew I couldn't work.",angry,"['Aggression', 'Coercion']"
1664,I was furious when I found out a classmate was being cruel to my daughter,furious,"['Aggression', 'Coercion', 'Panic']"
1665,My light bill was super high,angry,"['Aggression', 'Coercion']"
1666,I felt bad for a family member when they were going through hard times. I just made me care for them more,sentimental,"['Calm', 'Distress']"
1667,I started my driving class last week. I'll finish the class within a month and drive the car without any help of others.,confident,['Calm']
1668,"I am never late for anything, but now I am always late for work or barely on time. It's driving me nuts. And it all started now that I have to carpool.",annoyed,['Aggression']
1669,I was feeling good before a math test. I knew I was going to do well because I studied all night,confident,['Calm']
1670,"After taking my test, completing the application and getting letters of recommendation, I am ready to submit my law school application for the fall.",prepared,"['Calm', 'Urgency']"
1671,I feel very happy when my children are happy!,joyful,['Calm']
1672,We are expecting bad weather here over the next few days so I stocked up on essentials.,prepared,"['Calm', 'Urgency']"
1673,I felt bad when I missed my cousin wedding. I knew he wanted me to be there,guilty,"['Distress', 'Helplessness']"
1674,I was happy my sister was fired from her job. Thats bad.,ashamed,"['Distress', 'Helplessness']"
1675,My final exams will start in this week. I look forward to it. Hope I do well.,prepared,"['Calm', 'Urgency']"
1676,I was happy when I found my dog,grateful,['Calm']
1677,I was a little upset when I didnt get to leave work early,disappointed,"['Distress', 'Helplessness']"
1678,I recently got promoted at my job. It was something I had been trying to obtain for a long time.,joyful,['Calm']
1679,There's usually too much catfishing on Facebook and Tinder.  So I was amazed when I met my date and she turned out to be actually better looking in person.,surprised,"['Urgency', 'Anxiety']"
1680,Double Dare coming back has taken me right back to my childhood.,nostalgic,"['Calm', 'Distress']"
1681,"Last Monday was my birthday, and when I arrived home at night my family and friends had gathered at home for celebrate.  I wasn't expecting them",surprised,"['Urgency', 'Anxiety']"
1682,"I used to hang out with my best friend every day, but now she moved. I have no other friends nearby and have nothing to do.",lonely,"['Distress', 'Helplessness']"
1683,Lakers getting Lebron was impressive,impressed,['Calm']
1684,I feel like my children will grow up to be very compassianate human beings,hopeful,"['Calm', 'Urgency']"
1685,I feel like these days my life keeps just getting better and better.  I'm a beginning entrepreneur and for the first time paid my full rent with 100% self-employment cash.,grateful,['Calm']
1686,I got a final warning at work today for something I didn't even do!,angry,"['Aggression', 'Coercion']"
1687,I was watching a YouTube video yesterday of some Asian guy chopping down a full grown banana tree with just Muay Thai kicks...it was pretty awesome,impressed,['Calm']
1688,I was feeling rather hungry and then my friend gave me some food!,grateful,['Calm']
